As of date,As of time,Mainland China,Number of reported/confirmed cases,Number of deaths,Remark,Number of newly confirmed cases reported in the past 14 days
29/02/2020,18:00,Guizhou,146,2,,
29/02/2020,18:00,Shanghai,337,3,,
29/02/2020,18:00,Shandong,756,6,,
29/02/2020,18:00,Guangxi Zhuang Autonomous Region,252,2,,
29/02/2020,18:00,Yunnan,174,2,,
29/02/2020,18:00,Inner Mongolia Autonomous Region,75,0,,
29/02/2020,18:00,Zhejiang,1205,1,,
29/02/2020,18:00,Henan,1272,21,,
29/02/2020,18:00,Hebei,318,6,,
29/02/2020,18:00,Hainan,168,5,,
29/02/2020,18:00,Jilin,93,1,,
29/02/2020,18:00,Shanxi,133,0,,
29/02/2020,18:00,Ningxia Hui Autonomous Region,73,0,,
29/02/2020,18:00,Jiangsu,631,0,,
29/02/2020,18:00,Xinjiang Uygur Autonomous Region,76,3,,
29/02/2020,18:00,Qinghai,18,0,,
29/02/2020,18:00,Tibet Autonomous Region,1,0,,
29/02/2020,23:59,Hubei,66907,2761,,
01/03/2020,9:00,Beijing,411,8,,
01/03/2020,9:00,Liaoning,122,1,,
01/03/2020,9:00,Anhui,990,6,,
01/03/2020,9:00,Chongqing,576,6,,
01/03/2020,9:00,Shaanxi,245,1,,
01/03/2020,9:00,Tianjin,136,3,,
01/03/2020,9:00,Fujian,296,1,,
01/03/2020,9:00,Hunan,1018,4,,
01/03/2020,9:00,Sichuan,538,3,,
01/03/2020,9:00,Gansu,91,2,,
01/03/2020,9:00,Heilongjiang,480,13,,
01/03/2020,9:00,Jiangxi,935,1,,
01/03/2020,9:00,Guangdong,1349,7,,
01/03/2020,9:00,Guizhou,146,2,,
01/03/2020,9:00,Shanghai,337,3,,
01/03/2020,9:00,Shandong,756,6,,
01/03/2020,9:00,Guangxi Zhuang Autonomous Region,252,2,,
01/03/2020,9:00,Yunnan,174,2,,
01/03/2020,9:00,Inner Mongolia Autonomous Region,75,0,,
01/03/2020,9:00,Zhejiang,1205,1,,
01/03/2020,9:00,Henan,1272,22,,
01/03/2020,9:00,Hebei,318,6,,
01/03/2020,9:00,Hainan,168,5,,
01/03/2020,9:00,Jilin,93,1,,
01/03/2020,9:00,Shanxi,133,0,,
01/03/2020,9:00,Ningxia Hui Autonomous Region,73,0,,
01/03/2020,9:00,Jiangsu,631,0,,
01/03/2020,9:00,Xinjiang Uygur Autonomous Region,76,3,,
01/03/2020,9:00,Qinghai,18,0,,
01/03/2020,9:00,Tibet Autonomous Region,1,0,,
01/03/2020,18:00,Beijing,413,8,,
01/03/2020,18:00,Liaoning,122,1,,
01/03/2020,18:00,Anhui,990,6,,
01/03/2020,18:00,Chongqing,576,6,,
01/03/2020,18:00,Shaanxi,245,1,,
01/03/2020,18:00,Tianjin,136,3,,
01/03/2020,18:00,Fujian,296,1,,
01/03/2020,18:00,Hunan,1018,4,,
01/03/2020,18:00,Sichuan,538,3,,
01/03/2020,18:00,Gansu,91,2,,
01/03/2020,18:00,Heilongjiang,480,13,,
01/03/2020,18:00,Jiangxi,935,1,,
01/03/2020,18:00,Guangdong,1349,7,,
01/03/2020,18:00,Guizhou,146,2,,
01/03/2020,18:00,Shanghai,337,3,,
01/03/2020,18:00,Shandong,758,6,,
01/03/2020,18:00,Guangxi Zhuang Autonomous Region,252,2,,
01/03/2020,18:00,Yunnan,174,2,,
01/03/2020,18:00,Inner Mongolia Autonomous Region,75,0,,
01/03/2020,18:00,Zhejiang,1205,1,,
01/03/2020,18:00,Henan,1272,22,,
01/03/2020,18:00,Hebei,318,6,,
01/03/2020,18:00,Hainan,168,5,,
01/03/2020,18:00,Jilin,93,1,,
01/03/2020,18:00,Shanxi,133,0,,
01/03/2020,18:00,Ningxia Hui Autonomous Region,73,0,,
01/03/2020,18:00,Jiangsu,631,0,,
01/03/2020,18:00,Xinjiang Uygur Autonomous Region,76,3,,
01/03/2020,18:00,Qinghai,18,0,,
01/03/2020,18:00,Tibet Autonomous Region,1,0,,
01/03/2020,23:59,Hubei,67103,2803,,
02/03/2020,9:00,Beijing,413,8,,
02/03/2020,9:00,Liaoning,122,1,,
02/03/2020,9:00,Anhui,990,6,,
02/03/2020,9:00,Chongqing,576,6,,
02/03/2020,9:00,Shaanxi,245,1,,
02/03/2020,9:00,Tianjin,136,3,,
02/03/2020,9:00,Fujian,296,1,,
02/03/2020,9:00,Hunan,1018,4,,
02/03/2020,9:00,Sichuan,538,3,,
02/03/2020,9:00,Gansu,91,2,,
02/03/2020,9:00,Heilongjiang,480,13,,
02/03/2020,9:00,Jiangxi,935,1,,
02/03/2020,9:00,Guangdong,1350,7,,
02/03/2020,9:00,Guizhou,146,2,,
02/03/2020,9:00,Shanghai,337,3,,
02/03/2020,9:00,Shandong,758,6,,
02/03/2020,9:00,Guangxi Zhuang Autonomous Region,252,2,,
02/03/2020,9:00,Yunnan,174,2,,
02/03/2020,9:00,Inner Mongolia Autonomous Region,75,0,,
02/03/2020,9:00,Zhejiang,1205,1,,
02/03/2020,9:00,Henan,1272,22,,
02/03/2020,9:00,Hebei,318,6,,
02/03/2020,9:00,Hainan,168,5,,
02/03/2020,9:00,Jilin,93,1,,
02/03/2020,9:00,Shanxi,133,0,,
02/03/2020,9:00,Ningxia Hui Autonomous Region,73,0,,
02/03/2020,9:00,Jiangsu,631,0,,
02/03/2020,9:00,Xinjiang Uygur Autonomous Region,76,3,,
02/03/2020,9:00,Qinghai,18,0,,
02/03/2020,9:00,Tibet Autonomous Region,1,0,,
02/03/2020,18:00,Beijing,414,8,,
02/03/2020,18:00,Liaoning,122,1,,
02/03/2020,18:00,Anhui,990,6,,
02/03/2020,18:00,Chongqing,576,6,,
02/03/2020,18:00,Shaanxi,245,1,,
02/03/2020,18:00,Tianjin,136,3,,
02/03/2020,18:00,Fujian,296,1,,
02/03/2020,18:00,Hunan,1018,4,,
02/03/2020,18:00,Sichuan,538,3,,
02/03/2020,18:00,Gansu,91,2,,
02/03/2020,18:00,Heilongjiang,480,13,,
02/03/2020,18:00,Jiangxi,935,1,,
02/03/2020,18:00,Guangdong,1350,7,,
02/03/2020,18:00,Guizhou,146,2,,
02/03/2020,18:00,Shanghai,337,3,,
02/03/2020,18:00,Shandong,758,6,,
02/03/2020,18:00,Guangxi Zhuang Autonomous Region,252,2,,
02/03/2020,18:00,Yunnan,174,2,,
02/03/2020,18:00,Inner Mongolia Autonomous Region,75,0,,
02/03/2020,18:00,Zhejiang,1206,1,,
02/03/2020,18:00,Henan,1272,22,,
02/03/2020,18:00,Hebei,318,6,,
02/03/2020,18:00,Hainan,168,5,,
02/03/2020,18:00,Jilin,93,1,,
02/03/2020,18:00,Shanxi,133,0,,
02/03/2020,18:00,Ningxia Hui Autonomous Region,74,0,,
02/03/2020,18:00,Jiangsu,631,0,,
02/03/2020,18:00,Xinjiang Uygur Autonomous Region,76,3,,
02/03/2020,18:00,Qinghai,18,0,,
02/03/2020,18:00,Tibet Autonomous Region,1,0,,
02/03/2020,23:59,Hubei,67217,2834,,
03/03/2020,9:00,Beijing,414,8,,
03/03/2020,9:00,Liaoning,125,1,,
03/03/2020,9:00,Anhui,990,6,,
03/03/2020,9:00,Chongqing,576,6,,
03/03/2020,9:00,Shaanxi,245,1,,
03/03/2020,9:00,Tianjin,136,3,,
03/03/2020,9:00,Fujian,296,1,,
03/03/2020,9:00,Hunan,1018,4,,
03/03/2020,9:00,Sichuan,538,3,,
03/03/2020,9:00,Gansu,91,2,,
03/03/2020,9:00,Heilongjiang,480,13,,
03/03/2020,9:00,Jiangxi,935,1,,
03/03/2020,9:00,Guangdong,1350,7,,
03/03/2020,9:00,Guizhou,146,2,,
03/03/2020,9:00,Shanghai,337,3,,
03/03/2020,9:00,Shandong,758,6,,
03/03/2020,9:00,Guangxi Zhuang Autonomous Region,252,2,,
03/03/2020,9:00,Yunnan,174,2,,
03/03/2020,9:00,Inner Mongolia Autonomous Region,75,0,,
03/03/2020,9:00,Zhejiang,1206,1,,
03/03/2020,9:00,Henan,1272,22,,
03/03/2020,9:00,Hebei,318,6,,
03/03/2020,9:00,Hainan,168,5,,
03/03/2020,9:00,Jilin,93,1,,
03/03/2020,9:00,Shanxi,133,0,,
03/03/2020,9:00,Ningxia Hui Autonomous Region,74,0,,
03/03/2020,9:00,Jiangsu,631,0,,
03/03/2020,9:00,Xinjiang Uygur Autonomous Region,76,3,,
03/03/2020,9:00,Qinghai,18,0,,
03/03/2020,9:00,Tibet Autonomous Region,1,0,,
03/03/2020,18:00,Beijing,414,8,,
03/03/2020,18:00,Liaoning,125,1,,
03/03/2020,18:00,Anhui,990,6,,
03/03/2020,18:00,Chongqing,576,6,,
03/03/2020,18:00,Shaanxi,245,1,,
03/03/2020,18:00,Tianjin,136,3,,
03/03/2020,18:00,Fujian,296,1,,
03/03/2020,18:00,Hunan,1018,4,,
03/03/2020,18:00,Sichuan,538,3,,
03/03/2020,18:00,Gansu,91,2,,
03/03/2020,18:00,Heilongjiang,480,13,,
03/03/2020,18:00,Jiangxi,935,1,,
03/03/2020,18:00,Guangdong,1350,7,,
03/03/2020,18:00,Guizhou,146,2,,
03/03/2020,18:00,Shanghai,338,3,,
03/03/2020,18:00,Shandong,758,6,,
03/03/2020,18:00,Guangxi Zhuang Autonomous Region,252,2,,
03/03/2020,18:00,Yunnan,174,2,,
03/03/2020,18:00,Inner Mongolia Autonomous Region,75,1,,
03/03/2020,18:00,Zhejiang,1213,1,,
03/03/2020,18:00,Henan,1272,22,,
03/03/2020,18:00,Hebei,318,6,,
03/03/2020,18:00,Hainan,168,5,,
03/03/2020,18:00,Jilin,93,1,,
03/03/2020,18:00,Shanxi,133,0,,
03/03/2020,18:00,Ningxia Hui Autonomous Region,74,0,,
03/03/2020,18:00,Jiangsu,631,0,,
03/03/2020,18:00,Xinjiang Uygur Autonomous Region,76,3,,
03/03/2020,18:00,Qinghai,18,0,,
03/03/2020,18:00,Tibet Autonomous Region,1,0,,
03/03/2020,23:59,Hubei,67332,2871,,
04/03/2020,9:00,Beijing,414,8,,
04/03/2020,9:00,Liaoning,125,1,,
04/03/2020,9:00,Anhui,990,6,,
04/03/2020,9:00,Chongqing,576,6,,
04/03/2020,9:00,Shaanxi,245,1,,
04/03/2020,9:00,Tianjin,136,3,,
04/03/2020,9:00,Fujian,296,1,,
04/03/2020,9:00,Hunan,1018,4,,
04/03/2020,9:00,Sichuan,538,3,,
04/03/2020,9:00,Gansu,91,2,,
04/03/2020,9:00,Heilongjiang,480,13,,
04/03/2020,9:00,Jiangxi,935,1,,
04/03/2020,9:00,Guangdong,1350,7,,
04/03/2020,9:00,Guizhou,146,2,,
04/03/2020,9:00,Shanghai,338,3,,
04/03/2020,9:00,Shandong,758,6,,
04/03/2020,9:00,Guangxi Zhuang Autonomous Region,252,2,,
04/03/2020,9:00,Yunnan,174,2,,
04/03/2020,9:00,Inner Mongolia Autonomous Region,75,1,,
04/03/2020,9:00,Zhejiang,1213,1,,
04/03/2020,9:00,Henan,1272,22,,
04/03/2020,9:00,Hebei,318,6,,
04/03/2020,9:00,Hainan,168,5,,
04/03/2020,9:00,Jilin,93,1,,
04/03/2020,9:00,Shanxi,133,0,,
04/03/2020,9:00,Ningxia Hui Autonomous Region,75,0,,
04/03/2020,9:00,Jiangsu,631,0,,
04/03/2020,9:00,Xinjiang Uygur Autonomous Region,76,3,,
04/03/2020,9:00,Qinghai,18,0,,
04/03/2020,9:00,Tibet Autonomous Region,1,0,,
04/03/2020,18:00,Beijing,417,8,,
04/03/2020,18:00,Liaoning,125,1,,
04/03/2020,18:00,Anhui,990,6,,
04/03/2020,18:00,Chongqing,576,6,,
04/03/2020,18:00,Shaanxi,245,1,,
04/03/2020,18:00,Tianjin,136,3,,
04/03/2020,18:00,Fujian,296,1,,
04/03/2020,18:00,Hunan,1018,4,,
04/03/2020,18:00,Sichuan,538,3,,
04/03/2020,18:00,Gansu,91,2,,
04/03/2020,18:00,Heilongjiang,480,13,,
04/03/2020,18:00,Jiangxi,935,1,,
04/03/2020,18:00,Guangdong,1350,7,,
04/03/2020,18:00,Guizhou,146,2,,
04/03/2020,18:00,Shanghai,338,3,,
04/03/2020,18:00,Shandong,758,6,,
04/03/2020,18:00,Guangxi Zhuang Autonomous Region,252,2,,
04/03/2020,18:00,Yunnan,174,2,,
04/03/2020,18:00,Inner Mongolia Autonomous Region,75,1,,
04/03/2020,18:00,Zhejiang,1213,1,,
04/03/2020,18:00,Henan,1272,22,,
04/03/2020,18:00,Hebei,318,6,,
04/03/2020,18:00,Hainan,168,5,,
04/03/2020,18:00,Jilin,93,1,,
04/03/2020,18:00,Shanxi,133,0,,
04/03/2020,18:00,Ningxia Hui Autonomous Region,75,0,,
04/03/2020,18:00,Jiangsu,631,0,,
04/03/2020,18:00,Xinjiang Uygur Autonomous Region,76,3,,
04/03/2020,18:00,Qinghai,18,0,,
04/03/2020,18:00,Tibet Autonomous Region,1,0,,
04/03/2020,23:59,Hubei,67466,2902,,
05/03/2020,9:00,Beijing,417,8,,
05/03/2020,9:00,Liaoning,125,1,,
05/03/2020,9:00,Anhui,990,6,,
05/03/2020,9:00,Chongqing,576,6,,
05/03/2020,9:00,Shaanxi,245,1,,
05/03/2020,9:00,Tianjin,136,3,,
05/03/2020,9:00,Fujian,296,1,,
05/03/2020,9:00,Hunan,1018,4,,
05/03/2020,9:00,Sichuan,539,3,,
05/03/2020,9:00,Gansu,91,2,,
05/03/2020,9:00,Heilongjiang,481,13,,
05/03/2020,9:00,Jiangxi,935,1,,
05/03/2020,9:00,Guangdong,1350,7,,
05/03/2020,9:00,Guizhou,146,2,,
05/03/2020,9:00,Shanghai,338,3,,
05/03/2020,9:00,Shandong,758,6,,
05/03/2020,9:00,Guangxi Zhuang Autonomous Region,252,2,,
05/03/2020,9:00,Yunnan,174,2,,
05/03/2020,9:00,Inner Mongolia Autonomous Region,75,1,,
05/03/2020,9:00,Zhejiang,1215,1,,
05/03/2020,9:00,Henan,1272,22,,
05/03/2020,9:00,Hebei,318,6,,
05/03/2020,9:00,Hainan,168,5,,
05/03/2020,9:00,Jilin,93,1,,
05/03/2020,9:00,Shanxi,133,0,,
05/03/2020,9:00,Ningxia Hui Autonomous Region,75,0,,
05/03/2020,9:00,Jiangsu,631,0,,
05/03/2020,9:00,Xinjiang Uygur Autonomous Region,76,3,,
05/03/2020,9:00,Qinghai,18,0,,
05/03/2020,9:00,Tibet Autonomous Region,1,0,,
05/03/2020,18:00,Beijing,418,8,,
05/03/2020,18:00,Liaoning,125,1,,
05/03/2020,18:00,Anhui,990,6,,
05/03/2020,18:00,Chongqing,576,6,,
05/03/2020,18:00,Shaanxi,245,1,,
05/03/2020,18:00,Tianjin,136,3,,
05/03/2020,18:00,Fujian,296,1,,
05/03/2020,18:00,Hunan,1018,4,,
05/03/2020,18:00,Sichuan,539,3,,
05/03/2020,18:00,Gansu,91,2,,
05/03/2020,18:00,Heilongjiang,481,13,,
05/03/2020,18:00,Jiangxi,935,1,,
05/03/2020,18:00,Guangdong,1350,7,,
05/03/2020,18:00,Guizhou,146,2,,
05/03/2020,18:00,Shanghai,339,3,,
05/03/2020,18:00,Shandong,758,6,,
05/03/2020,18:00,Guangxi Zhuang Autonomous Region,252,2,,
05/03/2020,18:00,Yunnan,174,2,,
05/03/2020,18:00,Inner Mongolia Autonomous Region,75,1,,
05/03/2020,18:00,Zhejiang,1215,1,,
05/03/2020,18:00,Henan,1272,22,,
05/03/2020,18:00,Hebei,318,6,,
05/03/2020,18:00,Hainan,168,6,,
05/03/2020,18:00,Jilin,93,1,,
05/03/2020,18:00,Shanxi,133,0,,
05/03/2020,18:00,Ningxia Hui Autonomous Region,75,0,,
05/03/2020,18:00,Jiangsu,631,0,,
05/03/2020,18:00,Xinjiang Uygur Autonomous Region,76,3,,
05/03/2020,18:00,Qinghai,18,0,,
05/03/2020,18:00,Tibet Autonomous Region,1,0,,
05/03/2020,23:59,Hubei,67592,2931,,
06/03/2020,9:00,Beijing,422,8,,
06/03/2020,9:00,Liaoning,125,1,,
06/03/2020,9:00,Anhui,990,6,,
06/03/2020,9:00,Chongqing,576,6,,
06/03/2020,9:00,Shaanxi,245,1,,
06/03/2020,9:00,Tianjin,136,3,,
06/03/2020,9:00,Fujian,296,1,,
06/03/2020,9:00,Hunan,1018,4,,
06/03/2020,9:00,Sichuan,539,3,,
06/03/2020,9:00,Gansu,102,2,,
06/03/2020,9:00,Heilongjiang,481,13,,
06/03/2020,9:00,Jiangxi,935,1,,
06/03/2020,9:00,Guangdong,1351,7,,
06/03/2020,9:00,Guizhou,146,2,,
06/03/2020,9:00,Shanghai,339,3,,
06/03/2020,9:00,Shandong,758,6,,
06/03/2020,9:00,Guangxi Zhuang Autonomous Region,252,2,,
06/03/2020,9:00,Yunnan,174,2,,
06/03/2020,9:00,Inner Mongolia Autonomous Region,75,1,,
06/03/2020,9:00,Zhejiang,1215,1,,
06/03/2020,9:00,Henan,1272,22,,
06/03/2020,9:00,Hebei,318,6,,
06/03/2020,9:00,Hainan,168,6,,
06/03/2020,9:00,Jilin,93,1,,
06/03/2020,9:00,Shanxi,133,0,,
06/03/2020,9:00,Ningxia Hui Autonomous Region,75,0,,
06/03/2020,9:00,Jiangsu,631,0,,
06/03/2020,9:00,Xinjiang Uygur Autonomous Region,76,3,,
06/03/2020,9:00,Qinghai,18,0,,
06/03/2020,9:00,Tibet Autonomous Region,1,0,,
06/03/2020,18:00,Beijing,422,8,,
06/03/2020,18:00,Liaoning,125,1,,
06/03/2020,18:00,Anhui,990,6,,
06/03/2020,18:00,Chongqing,576,6,,
06/03/2020,18:00,Shaanxi,245,1,,
06/03/2020,18:00,Tianjin,136,3,,
06/03/2020,18:00,Fujian,296,1,,
06/03/2020,18:00,Hunan,1018,4,,
06/03/2020,18:00,Sichuan,539,3,,
06/03/2020,18:00,Gansu,102,2,,
06/03/2020,18:00,Heilongjiang,481,13,,
06/03/2020,18:00,Jiangxi,935,1,,
06/03/2020,18:00,Guangdong,1351,7,,
06/03/2020,18:00,Guizhou,146,2,,
06/03/2020,18:00,Shanghai,342,3,,
06/03/2020,18:00,Shandong,758,6,,
06/03/2020,18:00,Guangxi Zhuang Autonomous Region,252,2,,
06/03/2020,18:00,Yunnan,174,2,,
06/03/2020,18:00,Inner Mongolia Autonomous Region,75,1,,
06/03/2020,18:00,Zhejiang,1215,1,,
06/03/2020,18:00,Henan,1272,22,,
06/03/2020,18:00,Hebei,318,6,,
06/03/2020,18:00,Hainan,168,6,,
06/03/2020,18:00,Jilin,93,1,,
06/03/2020,18:00,Shanxi,133,0,,
06/03/2020,18:00,Ningxia Hui Autonomous Region,75,0,,
06/03/2020,18:00,Jiangsu,631,0,,
06/03/2020,18:00,Xinjiang Uygur Autonomous Region,76,3,,
06/03/2020,18:00,Qinghai,18,0,,
06/03/2020,18:00,Tibet Autonomous Region,1,0,,
06/03/2020,23:59,Hubei,67666,2959,,
07/03/2020,9:00,Beijing,422,8,,
07/03/2020,9:00,Liaoning,125,1,,
07/03/2020,9:00,Anhui,990,6,,
07/03/2020,9:00,Chongqing,576,6,,
07/03/2020,9:00,Shaanxi,245,1,,
07/03/2020,9:00,Tianjin,136,3,,
07/03/2020,9:00,Fujian,296,1,,
07/03/2020,9:00,Hunan,1018,4,,
07/03/2020,9:00,Sichuan,539,3,,
07/03/2020,9:00,Gansu,119,2,,
07/03/2020,9:00,Heilongjiang,481,13,,
07/03/2020,9:00,Jiangxi,935,1,,
07/03/2020,9:00,Guangdong,1352,7,,
07/03/2020,9:00,Guizhou,146,2,,
07/03/2020,9:00,Shanghai,342,3,,
07/03/2020,9:00,Shandong,758,6,,
07/03/2020,9:00,Guangxi Zhuang Autonomous Region,252,2,,
07/03/2020,9:00,Yunnan,174,2,,
07/03/2020,9:00,Inner Mongolia Autonomous Region,75,1,,
07/03/2020,9:00,Zhejiang,1215,1,,
07/03/2020,9:00,Henan,1272,22,,
07/03/2020,9:00,Hebei,318,6,,
07/03/2020,9:00,Hainan,168,6,,
07/03/2020,9:00,Jilin,93,1,,
07/03/2020,9:00,Shanxi,133,0,,
07/03/2020,9:00,Ningxia Hui Autonomous Region,75,0,,
07/03/2020,9:00,Jiangsu,631,0,,
07/03/2020,9:00,Xinjiang Uygur Autonomous Region,76,3,,
07/03/2020,9:00,Qinghai,18,0,,
07/03/2020,9:00,Tibet Autonomous Region,1,0,,
07/03/2020,18:00,Beijing,426,8,,
07/03/2020,18:00,Liaoning,125,1,,
07/03/2020,18:00,Anhui,990,6,,
07/03/2020,18:00,Chongqing,576,6,,
07/03/2020,18:00,Shaanxi,245,1,,
07/03/2020,18:00,Tianjin,136,3,,
07/03/2020,18:00,Fujian,296,1,,
07/03/2020,18:00,Hunan,1018,4,,
07/03/2020,18:00,Sichuan,539,3,,
07/03/2020,18:00,Gansu,119,2,,
07/03/2020,18:00,Heilongjiang,481,13,,
07/03/2020,18:00,Jiangxi,935,1,,
07/03/2020,18:00,Guangdong,1352,7,,
07/03/2020,18:00,Guizhou,146,2,,
07/03/2020,18:00,Shanghai,342,3,,
07/03/2020,18:00,Shandong,758,6,,
07/03/2020,18:00,Guangxi Zhuang Autonomous Region,252,2,,
07/03/2020,18:00,Yunnan,174,2,,
07/03/2020,18:00,Inner Mongolia Autonomous Region,75,1,,
07/03/2020,18:00,Zhejiang,1215,1,,
07/03/2020,18:00,Henan,1272,22,,
07/03/2020,18:00,Hebei,318,6,,
07/03/2020,18:00,Hainan,168,6,,
07/03/2020,18:00,Jilin,93,1,,
07/03/2020,18:00,Shanxi,133,0,,
07/03/2020,18:00,Ningxia Hui Autonomous Region,75,0,,
07/03/2020,18:00,Jiangsu,631,0,,
07/03/2020,18:00,Xinjiang Uygur Autonomous Region,76,3,,
07/03/2020,18:00,Qinghai,18,0,,
07/03/2020,18:00,Tibet Autonomous Region,1,0,,
07/03/2020,23:59,Hubei,67707,2986,,
08/03/2020,9:00,Beijing,426,8,,
08/03/2020,9:00,Liaoning,125,1,,
08/03/2020,9:00,Anhui,990,6,,
08/03/2020,9:00,Chongqing,576,6,,
08/03/2020,9:00,Shaanxi,245,1,,
08/03/2020,9:00,Tianjin,136,3,,
08/03/2020,9:00,Fujian,296,1,,
08/03/2020,9:00,Hunan,1018,4,,
08/03/2020,9:00,Sichuan,539,3,,
08/03/2020,9:00,Gansu,120,2,,
08/03/2020,9:00,Heilongjiang,481,13,,
08/03/2020,9:00,Jiangxi,935,1,,
08/03/2020,9:00,Guangdong,1352,7,,
08/03/2020,9:00,Guizhou,146,2,,
08/03/2020,9:00,Shanghai,342,3,,
08/03/2020,9:00,Shandong,758,6,,
08/03/2020,9:00,Guangxi Zhuang Autonomous Region,252,2,,
08/03/2020,9:00,Yunnan,174,2,,
08/03/2020,9:00,Inner Mongolia Autonomous Region,75,1,,
08/03/2020,9:00,Zhejiang,1215,1,,
08/03/2020,9:00,Henan,1272,22,,
08/03/2020,9:00,Hebei,318,6,,
08/03/2020,9:00,Hainan,168,6,,
08/03/2020,9:00,Jilin,93,1,,
08/03/2020,9:00,Shanxi,133,0,,
08/03/2020,9:00,Ningxia Hui Autonomous Region,75,0,,
08/03/2020,9:00,Jiangsu,631,0,,
08/03/2020,9:00,Xinjiang Uygur Autonomous Region,76,3,,
08/03/2020,9:00,Qinghai,18,0,,
08/03/2020,9:00,Tibet Autonomous Region,1,0,,
08/03/2020,18:00,Beijing,428,8,,
08/03/2020,18:00,Liaoning,125,1,,
08/03/2020,18:00,Anhui,990,6,,
08/03/2020,18:00,Chongqing,576,6,,
08/03/2020,18:00,Shaanxi,245,1,,
08/03/2020,18:00,Tianjin,136,3,,
08/03/2020,18:00,Fujian,296,1,,
08/03/2020,18:00,Hunan,1018,4,,
08/03/2020,18:00,Sichuan,539,3,,
08/03/2020,18:00,Gansu,120,2,,
08/03/2020,18:00,Heilongjiang,481,13,,
08/03/2020,18:00,Jiangxi,935,1,,
08/03/2020,18:00,Guangdong,1352,7,,
08/03/2020,18:00,Guizhou,146,2,,
08/03/2020,18:00,Shanghai,342,3,,
08/03/2020,18:00,Shandong,758,6,,
08/03/2020,18:00,Guangxi Zhuang Autonomous Region,252,2,,
08/03/2020,18:00,Yunnan,174,2,,
08/03/2020,18:00,Inner Mongolia Autonomous Region,75,1,,
08/03/2020,18:00,Zhejiang,1215,1,,
08/03/2020,18:00,Henan,1272,22,,
08/03/2020,18:00,Hebei,318,6,,
08/03/2020,18:00,Hainan,168,6,,
08/03/2020,18:00,Jilin,93,1,,
08/03/2020,18:00,Shanxi,133,0,,
08/03/2020,18:00,Ningxia Hui Autonomous Region,75,0,,
08/03/2020,18:00,Jiangsu,631,0,,
08/03/2020,18:00,Xinjiang Uygur Autonomous Region,76,3,,
08/03/2020,18:00,Qinghai,18,0,,
08/03/2020,18:00,Tibet Autonomous Region,1,0,,
08/03/2020,23:59,Hubei,67743,3007,,
09/03/2020,9:00,Beijing,428,8,,
09/03/2020,9:00,Liaoning,125,1,,
09/03/2020,9:00,Anhui,990,6,,
09/03/2020,9:00,Chongqing,576,6,,
09/03/2020,9:00,Shaanxi,245,1,,
09/03/2020,9:00,Tianjin,136,3,,
09/03/2020,9:00,Fujian,296,1,,
09/03/2020,9:00,Hunan,1018,4,,
09/03/2020,9:00,Sichuan,539,3,,
09/03/2020,9:00,Gansu,124,2,,
09/03/2020,9:00,Heilongjiang,481,13,,
09/03/2020,9:00,Jiangxi,935,1,,
09/03/2020,9:00,Guangdong,1352,8,,
09/03/2020,9:00,Guizhou,146,2,,
09/03/2020,9:00,Shanghai,342,3,,
09/03/2020,9:00,Shandong,758,6,,
09/03/2020,9:00,Guangxi Zhuang Autonomous Region,252,2,,
09/03/2020,9:00,Yunnan,174,2,,
09/03/2020,9:00,Inner Mongolia Autonomous Region,75,1,,
09/03/2020,9:00,Zhejiang,1215,1,,
09/03/2020,9:00,Henan,1272,22,,
09/03/2020,9:00,Hebei,318,6,,
09/03/2020,9:00,Hainan,168,6,,
09/03/2020,9:00,Jilin,93,1,,
09/03/2020,9:00,Shanxi,133,0,,
09/03/2020,9:00,Ningxia Hui Autonomous Region,75,0,,
09/03/2020,9:00,Jiangsu,631,0,,
09/03/2020,9:00,Xinjiang Uygur Autonomous Region,76,3,,
09/03/2020,9:00,Qinghai,18,0,,
09/03/2020,9:00,Tibet Autonomous Region,1,0,,
09/03/2020,18:00,Beijing,428,8,,
09/03/2020,18:00,Liaoning,125,1,,
09/03/2020,18:00,Anhui,990,6,,
09/03/2020,18:00,Chongqing,576,6,,
09/03/2020,18:00,Shaanxi,245,1,,
09/03/2020,18:00,Tianjin,136,3,,
09/03/2020,18:00,Fujian,296,1,,
09/03/2020,18:00,Hunan,1018,4,,
09/03/2020,18:00,Sichuan,539,3,,
09/03/2020,18:00,Gansu,124,2,,
09/03/2020,18:00,Heilongjiang,481,13,,
09/03/2020,18:00,Jiangxi,935,1,,
09/03/2020,18:00,Guangdong,1352,8,,
09/03/2020,18:00,Guizhou,146,2,,
09/03/2020,18:00,Shanghai,342,3,,
09/03/2020,18:00,Shandong,758,6,,
09/03/2020,18:00,Guangxi Zhuang Autonomous Region,252,2,,
09/03/2020,18:00,Yunnan,174,2,,
09/03/2020,18:00,Inner Mongolia Autonomous Region,75,1,,
09/03/2020,18:00,Zhejiang,1215,1,,
09/03/2020,18:00,Henan,1272,22,,
09/03/2020,18:00,Hebei,318,6,,
09/03/2020,18:00,Hainan,168,6,,
09/03/2020,18:00,Jilin,93,1,,
09/03/2020,18:00,Shanxi,133,0,,
09/03/2020,18:00,Ningxia Hui Autonomous Region,75,0,,
09/03/2020,18:00,Jiangsu,631,0,,
09/03/2020,18:00,Xinjiang Uygur Autonomous Region,76,3,,
09/03/2020,18:00,Qinghai,18,0,,
