As of date,As of time,Mainland China,Number of reported/confirmed cases,Number of deaths,Remark,Number of newly confirmed cases reported in the past 14 days
12/08/2020,11:00,Sichuan,616,3,,12
12/08/2020,11:00,Gansu,169,2,,2
12/08/2020,11:00,Heilongjiang,948,13,,1
12/08/2020,11:00,Jiangxi,932,1,,0
12/08/2020,11:00,Guangdong,1705,8,,31
12/08/2020,11:00,Guizhou,147,2,,0
12/08/2020,11:00,Shanghai,798,7,,54
12/08/2020,11:00,Shandong,817,7,,18
12/08/2020,11:00,Guangxi Zhuang Autonomous Region,255,2,,0
12/08/2020,11:00,Yunnan,191,2,,1
12/08/2020,11:00,Inner Mongolia Autonomous Region,259,1,,1
12/08/2020,11:00,Zhejiang,1275,1,,5
12/08/2020,11:00,Henan,1276,22,,0
12/08/2020,11:00,Hebei,350,6,,1
12/08/2020,11:00,Hainan,171,6,,0
12/08/2020,11:00,Jilin,157,2,,0
12/08/2020,11:00,Shanxi,201,0,,0
12/08/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
12/08/2020,11:00,Jiangsu,659,0,,4
12/08/2020,11:00,Xinjiang Uygur Autonomous Region,874,3,,475
12/08/2020,11:00,Qinghai,18,0,,0
12/08/2020,11:00,Tibet Autonomous Region,1,0,,0
12/08/2020,11:00,Xinjiang Production and Construction Corps,1,0,,1
13/08/2020,11:00,Hubei,68139,4512,,4
13/08/2020,11:00,Beijing,935,9,,2
13/08/2020,11:00,Liaoning,261,2,,39
13/08/2020,11:00,Anhui,991,6,,0
13/08/2020,11:00,Chongqing,583,6,,0
13/08/2020,11:00,Shaanxi,341,3,,17
13/08/2020,11:00,Tianjin,205,3,,1
13/08/2020,11:00,Fujian,368,1,,2
13/08/2020,11:00,Hunan,1019,4,,0
13/08/2020,11:00,Sichuan,618,3,,14
13/08/2020,11:00,Gansu,169,2,,2
13/08/2020,11:00,Heilongjiang,948,13,,1
13/08/2020,11:00,Jiangxi,932,1,,0
13/08/2020,11:00,Guangdong,1707,8,,32
13/08/2020,11:00,Guizhou,147,2,,0
13/08/2020,11:00,Shanghai,800,7,,56
13/08/2020,11:00,Shandong,821,7,,22
13/08/2020,11:00,Guangxi Zhuang Autonomous Region,255,2,,0
13/08/2020,11:00,Yunnan,191,2,,0
13/08/2020,11:00,Inner Mongolia Autonomous Region,259,1,,1
13/08/2020,11:00,Zhejiang,1275,1,,5
13/08/2020,11:00,Henan,1276,22,,0
13/08/2020,11:00,Hebei,351,6,,2
13/08/2020,11:00,Hainan,171,6,,0
13/08/2020,11:00,Jilin,157,2,,0
13/08/2020,11:00,Shanxi,201,0,,0
13/08/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
13/08/2020,11:00,Jiangsu,659,0,,4
13/08/2020,11:00,Xinjiang Uygur Autonomous Region,882,3,,387
13/08/2020,11:00,Qinghai,18,0,,0
13/08/2020,11:00,Tibet Autonomous Region,1,0,,0
13/08/2020,11:00,Xinjiang Production and Construction Corps,1,0,,1
14/08/2020,11:00,Hubei,68139,4512,,4
14/08/2020,11:00,Beijing,935,9,,2
14/08/2020,11:00,Liaoning,261,2,,28
14/08/2020,11:00,Anhui,991,6,,0
14/08/2020,11:00,Chongqing,583,6,,0
14/08/2020,11:00,Shaanxi,346,3,,22
14/08/2020,11:00,Tianjin,205,3,,0
14/08/2020,11:00,Fujian,368,1,,2
14/08/2020,11:00,Hunan,1019,4,,0
14/08/2020,11:00,Sichuan,619,3,,15
14/08/2020,11:00,Gansu,169,2,,2
14/08/2020,11:00,Heilongjiang,948,13,,1
14/08/2020,11:00,Jiangxi,932,1,,0
14/08/2020,11:00,Guangdong,1707,8,,29
14/08/2020,11:00,Guizhou,147,2,,0
14/08/2020,11:00,Shanghai,816,7,,72
14/08/2020,11:00,Shandong,821,7,,22
14/08/2020,11:00,Guangxi Zhuang Autonomous Region,255,2,,0
14/08/2020,11:00,Yunnan,191,2,,0
14/08/2020,11:00,Inner Mongolia Autonomous Region,259,1,,1
14/08/2020,11:00,Zhejiang,1275,1,,5
14/08/2020,11:00,Henan,1276,22,,0
14/08/2020,11:00,Hebei,351,6,,2
14/08/2020,11:00,Hainan,171,6,,0
14/08/2020,11:00,Jilin,157,2,,0
14/08/2020,11:00,Shanxi,201,0,,0
14/08/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
14/08/2020,11:00,Jiangsu,659,0,,4
14/08/2020,11:00,Xinjiang Uygur Autonomous Region,890,3,,283
14/08/2020,11:00,Qinghai,18,0,,0
14/08/2020,11:00,Tibet Autonomous Region,1,0,,0
14/08/2020,11:00,Xinjiang Production and Construction Corps,1,0,,1
15/08/2020,11:00,Hubei,68139,4512,,4
15/08/2020,11:00,Beijing,935,9,,2
15/08/2020,11:00,Liaoning,261,2,,20
15/08/2020,11:00,Anhui,991,6,,0
15/08/2020,11:00,Chongqing,583,6,,0
15/08/2020,11:00,Shaanxi,348,3,,24
15/08/2020,11:00,Tianjin,205,3,,0
15/08/2020,11:00,Fujian,368,1,,2
15/08/2020,11:00,Hunan,1019,4,,0
15/08/2020,11:00,Sichuan,623,3,,19
15/08/2020,11:00,Gansu,169,2,,2
15/08/2020,11:00,Heilongjiang,948,13,,1
15/08/2020,11:00,Jiangxi,932,1,,0
15/08/2020,11:00,Guangdong,1709,8,,29
15/08/2020,11:00,Guizhou,147,2,,0
15/08/2020,11:00,Shanghai,820,7,,72
15/08/2020,11:00,Shandong,821,7,,22
15/08/2020,11:00,Guangxi Zhuang Autonomous Region,255,2,,0
15/08/2020,11:00,Yunnan,191,2,,0
15/08/2020,11:00,Inner Mongolia Autonomous Region,260,1,,2
15/08/2020,11:00,Zhejiang,1275,1,,5
15/08/2020,11:00,Henan,1276,22,,0
15/08/2020,11:00,Hebei,351,6,,2
15/08/2020,11:00,Hainan,171,6,,0
15/08/2020,11:00,Jilin,157,2,,0
15/08/2020,11:00,Shanxi,201,0,,0
15/08/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
15/08/2020,11:00,Jiangsu,661,0,,6
15/08/2020,11:00,Xinjiang Uygur Autonomous Region,897,3,,259
15/08/2020,11:00,Qinghai,18,0,,0
15/08/2020,11:00,Tibet Autonomous Region,1,0,,0
15/08/2020,11:00,Xinjiang Production and Construction Corps,1,0,,1
16/08/2020,11:00,Hubei,68139,4512,,1
16/08/2020,11:00,Beijing,935,9,,2
16/08/2020,11:00,Liaoning,261,2,,17
16/08/2020,11:00,Anhui,991,6,,0
16/08/2020,11:00,Chongqing,583,6,,0
16/08/2020,11:00,Shaanxi,351,3,,25
16/08/2020,11:00,Tianjin,207,3,,2
16/08/2020,11:00,Fujian,369,1,,2
16/08/2020,11:00,Hunan,1019,4,,0
16/08/2020,11:00,Sichuan,624,3,,16
16/08/2020,11:00,Gansu,169,2,,2
16/08/2020,11:00,Heilongjiang,948,13,,1
16/08/2020,11:00,Jiangxi,932,1,,0
16/08/2020,11:00,Guangdong,1712,8,,30
16/08/2020,11:00,Guizhou,147,2,,0
16/08/2020,11:00,Shanghai,825,7,,76
16/08/2020,11:00,Shandong,821,7,,19
16/08/2020,11:00,Guangxi Zhuang Autonomous Region,255,2,,0
16/08/2020,11:00,Yunnan,191,2,,0
16/08/2020,11:00,Inner Mongolia Autonomous Region,260,1,,2
16/08/2020,11:00,Zhejiang,1275,1,,5
16/08/2020,11:00,Henan,1276,22,,0
16/08/2020,11:00,Hebei,351,6,,2
16/08/2020,11:00,Hainan,171,6,,0
16/08/2020,11:00,Jilin,157,2,,0
16/08/2020,11:00,Shanxi,201,0,,0
16/08/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
16/08/2020,11:00,Jiangsu,661,0,,6
16/08/2020,11:00,Xinjiang Uygur Autonomous Region,901,3,,234
16/08/2020,11:00,Qinghai,18,0,,0
16/08/2020,11:00,Tibet Autonomous Region,1,0,,0
16/08/2020,11:00,Xinjiang Production and Construction Corps,1,0,,1
17/08/2020,11:00,Hubei,68139,4512,,1
17/08/2020,11:00,Beijing,935,9,,2
17/08/2020,11:00,Liaoning,261,2,,8
17/08/2020,11:00,Anhui,991,6,,0
17/08/2020,11:00,Chongqing,583,6,,0
17/08/2020,11:00,Shaanxi,354,3,,28
17/08/2020,11:00,Tianjin,207,3,,2
17/08/2020,11:00,Fujian,370,1,,3
17/08/2020,11:00,Hunan,1019,4,,0
17/08/2020,11:00,Sichuan,626,3,,18
17/08/2020,11:00,Gansu,169,2,,2
17/08/2020,11:00,Heilongjiang,948,13,,1
17/08/2020,11:00,Jiangxi,932,1,,0
17/08/2020,11:00,Guangdong,1720,8,,37
17/08/2020,11:00,Guizhou,147,2,,0
17/08/2020,11:00,Shanghai,828,7,,79
17/08/2020,11:00,Shandong,822,7,,18
17/08/2020,11:00,Guangxi Zhuang Autonomous Region,255,2,,0
17/08/2020,11:00,Yunnan,195,2,,4
17/08/2020,11:00,Inner Mongolia Autonomous Region,260,1,,2
17/08/2020,11:00,Zhejiang,1275,1,,5
17/08/2020,11:00,Henan,1276,22,,0
17/08/2020,11:00,Hebei,351,6,,2
17/08/2020,11:00,Hainan,171,6,,0
17/08/2020,11:00,Jilin,157,2,,0
17/08/2020,11:00,Shanxi,201,0,,0
17/08/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
17/08/2020,11:00,Jiangsu,661,0,,3
17/08/2020,11:00,Xinjiang Uygur Autonomous Region,901,3,,206
17/08/2020,11:00,Qinghai,18,0,,0
17/08/2020,11:00,Tibet Autonomous Region,1,0,,0
17/08/2020,11:00,Xinjiang Production and Construction Corps,1,0,,1
18/08/2020,11:00,Hubei,68139,4512,,1
18/08/2020,11:00,Beijing,935,9,,2
18/08/2020,11:00,Liaoning,261,2,,6
18/08/2020,11:00,Anhui,991,6,,0
18/08/2020,11:00,Chongqing,583,6,,0
18/08/2020,11:00,Shaanxi,356,3,,30
18/08/2020,11:00,Tianjin,209,3,,4
18/08/2020,11:00,Fujian,370,1,,3
18/08/2020,11:00,Hunan,1019,4,,0
18/08/2020,11:00,Sichuan,626,3,,17
18/08/2020,11:00,Gansu,169,2,,2
18/08/2020,11:00,Heilongjiang,948,13,,1
18/08/2020,11:00,Jiangxi,932,1,,0
18/08/2020,11:00,Guangdong,1721,8,,34
18/08/2020,11:00,Guizhou,147,2,,0
18/08/2020,11:00,Shanghai,842,7,,92
18/08/2020,11:00,Shandong,822,7,,18
18/08/2020,11:00,Guangxi Zhuang Autonomous Region,255,2,,0
18/08/2020,11:00,Yunnan,195,2,,4
18/08/2020,11:00,Inner Mongolia Autonomous Region,260,1,,2
18/08/2020,11:00,Zhejiang,1275,1,,5
18/08/2020,11:00,Henan,1276,22,,0
18/08/2020,11:00,Hebei,351,6,,2
18/08/2020,11:00,Hainan,171,6,,0
18/08/2020,11:00,Jilin,157,2,,0
18/08/2020,11:00,Shanxi,201,0,,0
18/08/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
18/08/2020,11:00,Jiangsu,664,0,,6
18/08/2020,11:00,Xinjiang Uygur Autonomous Region,901,3,,178
18/08/2020,11:00,Qinghai,18,0,,0
18/08/2020,11:00,Tibet Autonomous Region,1,0,,0
18/08/2020,11:00,Xinjiang Production and Construction Corps,1,0,,1
19/08/2020,11:00,Hubei,68139,4512,,1
19/08/2020,11:00,Beijing,935,9,,1
19/08/2020,11:00,Liaoning,261,2,,6
19/08/2020,11:00,Anhui,991,6,,0
19/08/2020,11:00,Chongqing,583,6,,0
19/08/2020,11:00,Shaanxi,358,3,,31
19/08/2020,11:00,Tianjin,209,3,,4
19/08/2020,11:00,Fujian,370,1,,3
19/08/2020,11:00,Hunan,1019,4,,0
19/08/2020,11:00,Sichuan,626,3,,16
19/08/2020,11:00,Gansu,169,2,,2
19/08/2020,11:00,Heilongjiang,948,13,,1
19/08/2020,11:00,Jiangxi,932,1,,0
19/08/2020,11:00,Guangdong,1725,8,,38
19/08/2020,11:00,Guizhou,147,2,,0
19/08/2020,11:00,Shanghai,850,7,,98
19/08/2020,11:00,Shandong,823,7,,19
19/08/2020,11:00,Guangxi Zhuang Autonomous Region,255,2,,0
19/08/2020,11:00,Yunnan,195,2,,4
19/08/2020,11:00,Inner Mongolia Autonomous Region,260,1,,2
19/08/2020,11:00,Zhejiang,1277,1,,7
19/08/2020,11:00,Henan,1276,22,,0
19/08/2020,11:00,Hebei,351,6,,2
19/08/2020,11:00,Hainan,171,6,,0
19/08/2020,11:00,Jilin,157,2,,0
19/08/2020,11:00,Shanxi,201,0,,0
19/08/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
19/08/2020,11:00,Jiangsu,664,0,,6
19/08/2020,11:00,Xinjiang Uygur Autonomous Region,901,3,,156
19/08/2020,11:00,Qinghai,18,0,,0
19/08/2020,11:00,Tibet Autonomous Region,1,0,,0
19/08/2020,11:00,Xinjiang Production and Construction Corps,1,0,,1
20/08/2020,11:00,Hubei,68139,4512,,1
20/08/2020,11:00,Beijing,935,9,,1
20/08/2020,11:00,Liaoning,261,2,,3
20/08/2020,11:00,Anhui,991,6,,0
20/08/2020,11:00,Chongqing,583,6,,0
20/08/2020,11:00,Shaanxi,358,3,,30
20/08/2020,11:00,Tianjin,210,3,,5
20/08/2020,11:00,Fujian,370,1,,3
20/08/2020,11:00,Hunan,1019,4,,0
20/08/2020,11:00,Sichuan,627,3,,17
20/08/2020,11:00,Gansu,169,2,,2
20/08/2020,11:00,Heilongjiang,948,13,,1
20/08/2020,11:00,Jiangxi,935,1,,3
20/08/2020,11:00,Guangdong,1725,8,,38
20/08/2020,11:00,Guizhou,147,2,,0
20/08/2020,11:00,Shanghai,851,7,,94
20/08/2020,11:00,Shandong,824,7,,19
20/08/2020,11:00,Guangxi Zhuang Autonomous Region,255,2,,0
20/08/2020,11:00,Yunnan,195,2,,4
20/08/2020,11:00,Inner Mongolia Autonomous Region,260,1,,2
20/08/2020,11:00,Zhejiang,1277,1,,7
20/08/2020,11:00,Henan,1276,22,,0
20/08/2020,11:00,Hebei,351,6,,2
20/08/2020,11:00,Hainan,171,6,,0
20/08/2020,11:00,Jilin,157,2,,0
20/08/2020,11:00,Shanxi,201,0,,0
20/08/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
20/08/2020,11:00,Jiangsu,664,0,,6
20/08/2020,11:00,Xinjiang Uygur Autonomous Region,901,3,,129
20/08/2020,11:00,Qinghai,18,0,,0
20/08/2020,11:00,Tibet Autonomous Region,1,0,,0
20/08/2020,11:00,Xinjiang Production and Construction Corps,1,0,,1
21/08/2020,11:00,Hubei,68139,4512,,1
21/08/2020,11:00,Beijing,935,9,,0
21/08/2020,11:00,Liaoning,261,2,,2
21/08/2020,11:00,Anhui,991,6,,0
21/08/2020,11:00,Chongqing,583,6,,0
21/08/2020,11:00,Shaanxi,358,3,,30
21/08/2020,11:00,Tianjin,216,3,,11
21/08/2020,11:00,Fujian,370,1,,3
21/08/2020,11:00,Hunan,1019,4,,0
21/08/2020,11:00,Sichuan,628,3,,17
21/08/2020,11:00,Gansu,169,2,,2
21/08/2020,11:00,Heilongjiang,948,13,,1
21/08/2020,11:00,Jiangxi,935,1,,3
21/08/2020,11:00,Guangdong,1725,8,,38
21/08/2020,11:00,Guizhou,147,2,,0
21/08/2020,11:00,Shanghai,862,7,,98
21/08/2020,11:00,Shandong,827,7,,22
21/08/2020,11:00,Guangxi Zhuang Autonomous Region,255,2,,0
21/08/2020,11:00,Yunnan,195,2,,4
21/08/2020,11:00,Inner Mongolia Autonomous Region,260,1,,2
21/08/2020,11:00,Zhejiang,1277,1,,7
21/08/2020,11:00,Henan,1276,22,,0
21/08/2020,11:00,Hebei,351,6,,2
21/08/2020,11:00,Hainan,171,6,,0
21/08/2020,11:00,Jilin,157,2,,0
21/08/2020,11:00,Shanxi,201,0,,0
21/08/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
21/08/2020,11:00,Jiangsu,665,0,,6
21/08/2020,11:00,Xinjiang Uygur Autonomous Region,901,3,,103
21/08/2020,11:00,Qinghai,18,0,,0
21/08/2020,11:00,Tibet Autonomous Region,1,0,,0
21/08/2020,11:00,Xinjiang Production and Construction Corps,1,0,,1
22/08/2020,11:00,Hubei,68139,4512,,0
22/08/2020,11:00,Beijing,935,9,,0
22/08/2020,11:00,Liaoning,261,2,,2
22/08/2020,11:00,Anhui,991,6,,0
22/08/2020,11:00,Chongqing,583,6,,0
22/08/2020,11:00,Shaanxi,360,3,,32
22/08/2020,11:00,Tianjin,216,3,,11
22/08/2020,11:00,Fujian,371,1,,4
22/08/2020,11:00,Hunan,1019,4,,0
22/08/2020,11:00,Sichuan,628,3,,17
22/08/2020,11:00,Gansu,169,2,,2
22/08/2020,11:00,Heilongjiang,948,13,,1
22/08/2020,11:00,Jiangxi,935,1,,3
22/08/2020,11:00,Guangdong,1725,8,,37
22/08/2020,11:00,Guizhou,147,2,,0
22/08/2020,11:00,Shanghai,875,7,,109
22/08/2020,11:00,Shandong,830,7,,24
22/08/2020,11:00,Guangxi Zhuang Autonomous Region,255,2,,0
22/08/2020,11:00,Yunnan,195,2,,4
22/08/2020,11:00,Inner Mongolia Autonomous Region,260,1,,2
22/08/2020,11:00,Zhejiang,1277,1,,6
22/08/2020,11:00,Henan,1276,22,,0
22/08/2020,11:00,Hebei,354,6,,5
22/08/2020,11:00,Hainan,171,6,,0
22/08/2020,11:00,Jilin,157,2,,0
22/08/2020,11:00,Shanxi,201,0,,0
22/08/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
22/08/2020,11:00,Jiangsu,665,0,,6
22/08/2020,11:00,Xinjiang Uygur Autonomous Region,901,3,,78
22/08/2020,11:00,Qinghai,18,0,,0
22/08/2020,11:00,Tibet Autonomous Region,1,0,,0
22/08/2020,11:00,Xinjiang Production and Construction Corps,1,0,,1
23/08/2020,11:00,Hubei,68139,4512,,0
23/08/2020,11:00,Beijing,935,9,,0
23/08/2020,11:00,Liaoning,261,2,,2
23/08/2020,11:00,Anhui,991,6,,0
23/08/2020,11:00,Chongqing,583,6,,0
23/08/2020,11:00,Shaanxi,362,3,,34
23/08/2020,11:00,Tianjin,218,3,,13
23/08/2020,11:00,Fujian,372,1,,5
23/08/2020,11:00,Hunan,1019,4,,0
23/08/2020,11:00,Sichuan,628,3,,17
23/08/2020,11:00,Gansu,169,2,,2
23/08/2020,11:00,Heilongjiang,948,13,,1
23/08/2020,11:00,Jiangxi,935,1,,3
23/08/2020,11:00,Guangdong,1727,8,,34
23/08/2020,11:00,Guizhou,147,2,,0
23/08/2020,11:00,Shanghai,875,7,,107
23/08/2020,11:00,Shandong,830,7,,24
23/08/2020,11:00,Guangxi Zhuang Autonomous Region,255,2,,0
23/08/2020,11:00,Yunnan,195,2,,4
23/08/2020,11:00,Inner Mongolia Autonomous Region,260,1,,2
23/08/2020,11:00,Zhejiang,1277,1,,5
23/08/2020,11:00,Henan,1276,22,,0
23/08/2020,11:00,Hebei,359,6,,10
23/08/2020,11:00,Hainan,171,6,,0
23/08/2020,11:00,Jilin,157,2,,0
23/08/2020,11:00,Shanxi,201,0,,0
23/08/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
23/08/2020,11:00,Jiangsu,665,0,,6
23/08/2020,11:00,Xinjiang Uygur Autonomous Region,901,3,,63
23/08/2020,11:00,Qinghai,18,0,,0
23/08/2020,11:00,Tibet Autonomous Region,1,0,,0
23/08/2020,11:00,Xinjiang Production and Construction Corps,1,0,,1
24/08/2020,11:00,Hubei,68139,4512,,0
24/08/2020,11:00,Beijing,935,9,,0
24/08/2020,11:00,Liaoning,261,2,,0
24/08/2020,11:00,Anhui,991,6,,0
24/08/2020,11:00,Chongqing,583,6,,0
24/08/2020,11:00,Shaanxi,362,3,,31
24/08/2020,11:00,Tianjin,218,3,,13
24/08/2020,11:00,Fujian,375,1,,8
24/08/2020,11:00,Hunan,1019,4,,0
24/08/2020,11:00,Sichuan,631,3,,16
24/08/2020,11:00,Gansu,169,2,,2
24/08/2020,11:00,Heilongjiang,948,13,,1
24/08/2020,11:00,Jiangxi,935,1,,3
24/08/2020,11:00,Guangdong,1727,8,,31
24/08/2020,11:00,Guizhou,147,2,,0
24/08/2020,11:00,Shanghai,880,7,,94
24/08/2020,11:00,Shandong,831,7,,21
24/08/2020,11:00,Guangxi Zhuang Autonomous Region,255,2,,0
24/08/2020,11:00,Yunnan,198,2,,7
24/08/2020,11:00,Inner Mongolia Autonomous Region,260,1,,2
24/08/2020,11:00,Zhejiang,1277,1,,4
24/08/2020,11:00,Henan,1276,22,,0
24/08/2020,11:00,Hebei,359,6,,10
24/08/2020,11:00,Hainan,171,6,,0
24/08/2020,11:00,Jilin,157,2,,0
24/08/2020,11:00,Shanxi,202,0,,1
24/08/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
24/08/2020,11:00,Jiangsu,665,0,,6
24/08/2020,11:00,Xinjiang Uygur Autonomous Region,901,3,,49
24/08/2020,11:00,Qinghai,18,0,,0
24/08/2020,11:00,Tibet Autonomous Region,1,0,,0
24/08/2020,11:00,Xinjiang Production and Construction Corps,1,0,,1
25/08/2020,11:00,Hubei,68139,4512,,0
25/08/2020,11:00,Beijing,935,9,,0
25/08/2020,11:00,Liaoning,262,2,,1
25/08/2020,11:00,Anhui,991,6,,0
25/08/2020,11:00,Chongqing,583,6,,0
25/08/2020,11:00,Shaanxi,364,3,,24
25/08/2020,11:00,Tianjin,219,3,,14
25/08/2020,11:00,Fujian,375,1,,8
25/08/2020,11:00,Hunan,1019,4,,0
25/08/2020,11:00,Sichuan,635,3,,20
25/08/2020,11:00,Gansu,169,2,,0
25/08/2020,11:00,Heilongjiang,948,13,,0
25/08/2020,11:00,Jiangxi,935,1,,3
25/08/2020,11:00,Guangdong,1730,8,,31
25/08/2020,11:00,Guizhou,147,2,,0
25/08/2020,11:00,Shanghai,882,7,,88
25/08/2020,11:00,Shandong,831,7,,15
25/08/2020,11:00,Guangxi Zhuang Autonomous Region,255,2,,0
25/08/2020,11:00,Yunnan,198,2,,7
25/08/2020,11:00,Inner Mongolia Autonomous Region,260,1,,2
25/08/2020,11:00,Zhejiang,1277,1,,3
25/08/2020,11:00,Henan,1276,22,,0
25/08/2020,11:00,Hebei,360,6,,10
25/08/2020,11:00,Hainan,171,6,,0
25/08/2020,11:00,Jilin,157,2,,0
25/08/2020,11:00,Shanxi,202,0,,1
25/08/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
25/08/2020,11:00,Jiangsu,665,0,,6
25/08/2020,11:00,Xinjiang Uygur Autonomous Region,901,3,,36
25/08/2020,11:00,Qinghai,18,0,,0
25/08/2020,11:00,Tibet Autonomous Region,1,0,,0
25/08/2020,11:00,Xinjiang Production and Construction Corps,1,0,,1
26/08/2020,11:00,Hubei,68139,4512,,0
26/08/2020,11:00,Beijing,935,9,,0
26/08/2020,11:00,Liaoning,262,2,,1
26/08/2020,11:00,Anhui,991,6,,0
26/08/2020,11:00,Chongqing,583,6,,0
26/08/2020,11:00,Shaanxi,364,3,,23
26/08/2020,11:00,Tianjin,220,3,,15
26/08/2020,11:00,Fujian,375,1,,7
26/08/2020,11:00,Hunan,1019,4,,0
26/08/2020,11:00,Sichuan,640,3,,24
26/08/2020,11:00,Gansu,169,2,,0
26/08/2020,11:00,Heilongjiang,948,13,,0
26/08/2020,11:00,Jiangxi,935,1,,3
26/08/2020,11:00,Guangdong,1734,8,,29
26/08/2020,11:00,Guizhou,147,2,,0
26/08/2020,11:00,Shanghai,886,7,,88
26/08/2020,11:00,Shandong,831,7,,14
26/08/2020,11:00,Guangxi Zhuang Autonomous Region,255,2,,0
26/08/2020,11:00,Yunnan,199,2,,8
26/08/2020,11:00,Inner Mongolia Autonomous Region,260,1,,1
26/08/2020,11:00,Zhejiang,1277,1,,2
26/08/2020,11:00,Henan,1276,22,,0
26/08/2020,11:00,Hebei,360,6,,10
26/08/2020,11:00,Hainan,171,6,,0
26/08/2020,11:00,Jilin,157,2,,0
26/08/2020,11:00,Shanxi,202,0,,1
26/08/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
26/08/2020,11:00,Jiangsu,665,0,,6
26/08/2020,11:00,Xinjiang Uygur Autonomous Region,901,3,,27
26/08/2020,11:00,Qinghai,18,0,,0
26/08/2020,11:00,Tibet Autonomous Region,1,0,,0
26/08/2020,11:00,Xinjiang Production and Construction Corps,1,0,,1
27/08/2020,11:00,Hubei,68139,4512,,0
27/08/2020,11:00,Beijing,935,9,,0
27/08/2020,11:00,Liaoning,262,2,,1
27/08/2020,11:00,Anhui,991,6,,0
27/08/2020,11:00,Chongqing,583,6,,0
27/08/2020,11:00,Shaanxi,364,3,,23
27/08/2020,11:00,Tianjin,220,3,,15
27/08/2020,11:00,Fujian,375,1,,7
27/08/2020,11:00,Hunan,1019,4,,0
27/08/2020,11:00,Sichuan,644,3,,26
27/08/2020,11:00,Gansu,169,2,,0
27/08/2020,11:00,Heilongjiang,948,13,,0
27/08/2020,11:00,Jiangxi,935,1,,3
27/08/2020,11:00,Guangdong,1734,8,,27
27/08/2020,11:00,Guizhou,147,2,,0
27/08/2020,11:00,Shanghai,888,7,,88
27/08/2020,11:00,Shandong,831,7,,10
27/08/2020,11:00,Guangxi Zhuang Autonomous Region,255,2,,0
27/08/2020,11:00,Yunnan,199,2,,8
27/08/2020,11:00,Inner Mongolia Autonomous Region,260,1,,1
27/08/2020,11:00,Zhejiang,1277,1,,2
27/08/2020,11:00,Henan,1276,22,,0
27/08/2020,11:00,Hebei,362,6,,11
27/08/2020,11:00,Hainan,171,6,,0
27/08/2020,11:00,Jilin,157,2,,0
27/08/2020,11:00,Shanxi,202,0,,1
27/08/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
27/08/2020,11:00,Jiangsu,665,0,,6
27/08/2020,11:00,Xinjiang Uygur Autonomous Region,901,3,,19
27/08/2020,11:00,Qinghai,18,0,,0
27/08/2020,11:00,Tibet Autonomous Region,1,0,,0
27/08/2020,11:00,Xinjiang Production and Construction Corps,1,0,,1
28/08/2020,11:00,Hubei,68139,4512,,0
28/08/2020,11:00,Beijing,935,9,,0
28/08/2020,11:00,Liaoning,262,2,,1
28/08/2020,11:00,Anhui,991,6,,0
28/08/2020,11:00,Chongqing,583,6,,0
28/08/2020,11:00,Shaanxi,364,3,,18
28/08/2020,11:00,Tianjin,220,3,,15
28/08/2020,11:00,Fujian,376,1,,8
28/08/2020,11:00,Hunan,1019,4,,0
28/08/2020,11:00,Sichuan,648,3,,29
28/08/2020,11:00,Gansu,169,2,,0
28/08/2020,11:00,Heilongjiang,948,13,,0
28/08/2020,11:00,Jiangxi,935,1,,3
28/08/2020,11:00,Guangdong,1735,8,,28
28/08/2020,11:00,Guizhou,147,2,,0
28/08/2020,11:00,Shanghai,891,7,,75
28/08/2020,11:00,Shandong,831,7,,10
28/08/2020,11:00,Guangxi Zhuang Autonomous Region,255,2,,0
28/08/2020,11:00,Yunnan,199,2,,8
28/08/2020,11:00,Inner Mongolia Autonomous Region,260,1,,1
28/08/2020,11:00,Zhejiang,1277,1,,2
28/08/2020,11:00,Henan,1276,22,,0
28/08/2020,11:00,Hebei,362,6,,11
28/08/2020,11:00,Hainan,171,6,,0
28/08/2020,11:00,Jilin,157,2,,0
28/08/2020,11:00,Shanxi,202,0,,1
28/08/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
28/08/2020,11:00,Jiangsu,665,0,,6
28/08/2020,11:00,Xinjiang Uygur Autonomous Region,901,3,,11
28/08/2020,11:00,Qinghai,18,0,,0
28/08/2020,11:00,Tibet Autonomous Region,1,0,,0
28/08/2020,11:00,Xinjiang Production and Construction Corps,1,0,,1
29/08/2020,11:00,Hubei,68139,4512,,0
29/08/2020,11:00,Beijing,935,9,,0
29/08/2020,11:00,Liaoning,262,2,,1
